,Magnitude1,Location1,Scale1,Magnitude2,Location2,Scale2
0,0.7774919457061841,-4.563117649881982,0.6096017156779084,0.7962098115222491,8.643038990547495,0.5273847467061727
1,0.5651774354135297,-13.41357072255275,0.1903834868784175,0.140638963639319,8.522601203836139,0.3440939970875845
2,0.05822549411619787,-2.3240673844000033,-5.524227747954331,0.012095861089921929,-0.13256506364495513,2.874493676899002
3,0.08996838607386518,0.21089684691653082,-6.140444230110519,0.03471659615304851,-0.3667691869302743,1.072277356664524
4,0.758823684350721,0.18279424728962884,-0.8156610583063815,2.347521602023451e-09,-6.912942452815331,-4.922963840753422
5,1.1472783617174254,0.6672072612020071,-0.7057680725585623,2.128948349544666e-05,-7.417314654579167,-13.978265934378317
6,3.5041783927422685,-6.797397543876186,4.851917187071524,0.19768029519064323,0.5144029905611508,1.2986808466589377
7,0.23809113271078877,-5.704632196769438,-3.771861471017096,0.07969664418931123,0.400617946658331,3.0122933103461897
8,0.10872834087125632,-2.2123940689542767,-5.8441462561880515,0.05387157433406592,-0.021403450747747972,2.7064836507012497
9,0.04777326620727283,-1.6741484724709648,-7.179304485892324,0.027663798112871684,-0.12222787974986925,3.2832721868185306
10,1.3998314755720158,-4.049422500162802,0.981645566389993,0.014865229250411833,-0.04566399854789573,1.7067809385816022
11,1.0080941220860753,-1.268797788426402,2.2497317158850945,0.018202778511441118,0.2702071111719852,2.9061439152370583
